,element_type,osmid,highway,geometry,addr:city,building,addr:country,addr:district,addr:district:en,addr:housenumber,addr:postcode,addr:province,addr:province:en,addr:street,addr:street:en,addr:subdistrict,addr:subdistrict:en,addr:housename,construction,nodes,name,name:ar,name:en,oneway,alt_name,alt_name:en,junction,country,diplomatic,embassy,name:fr,office,target,building:levels,height,foot,access,amenity,healthcare,source,religion,note,building_1,layer,tunnel,bridge,lanes,maxspeed,note:en,brand,brand:wikidata,brand:wikipedia,shop,phone,website,contact:facebook,contact:instagram,contact:whatsapp,email,healthcare:speciality,brand:ar,brand:en,cuisine,opening_hours,takeaway
552,way,1134881114,,"POLYGON ((31.1939854 30.0501943, 31.1940444 30.0499736, 31.1941307 30.0499909, 31.1941461 30.0499331, 31.1942482 30.0499535, 31.194235 30.0500028, 31.1943284 30.0500215, 31.1942689 30.0502442, 31.1941822 30.0502268, 31.1941671 30.0502834, 31.1940685 30.0502636, 31.1940819 30.0502136, 31.1939854 30.0501943))",,yes,,,,,,,,,,,,,,"[10579696997, 10579696998, 10579696999, 10579697000, 10579697001, 10579697002, 10579697003, 10579697004, 10579697005, 10579697006, 10579697007, 10579697008, 10579696997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,way,1134881115,,"POLYGON ((31.1943414 30.0502604, 31.1944791 30.0503162, 31.1945748 30.050139, 31.1944372 30.0500833, 31.1943414 30.0502604))",,yes,,,,,,,,,,,,,,"[10579697009, 10579697010, 10579697011, 10579697012, 10579697009]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,way,1134881116,,"POLYGON ((31.1945385 30.0503405, 31.1946844 30.0503989, 31.1947845 30.0502113, 31.1946387 30.0501529, 31.1945385 30.0503405))",,yes,,,,,,,,,,,,,,"[10579697013, 10579697014, 10579697015, 10579697016, 10579697013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,way,1134881117,,"POLYGON ((31.1947622 30.0504819, 31.1948694 30.0502671, 31.1950695 30.050342, 31.1949623 30.0505568, 31.1947622 30.0504819))",,yes,,,,,,,,,,,,,,"[10579697017, 10579697018, 6805138284, 10579697019, 10579697017]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,way,1134882479,,"POLYGON ((31.1968131 30.0553663, 31.1969261 30.0555006, 31.1971489 30.0553289, 31.1970411 30.0552063, 31.1968131 30.0553663))",,yes,,,,,,,,,,,,,,"[10579699472, 10579699473, 10579699474, 10579699475, 10579699472]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,way,1134882523,,"POLYGON ((31.1938827 30.050756, 31.1939143 30.0506481, 31.1940452 30.0506769, 31.1940295 30.0507304, 31.1940583 30.0507367, 31.194083 30.0506526, 31.1941614 30.0506698, 31.1941207 30.0508084, 31.1938827 30.050756))",,yes,,,,,,,,,,,,,,"[10579680337, 10579680338, 10579680339, 10707488477, 10579680340, 10579706141, 10579706142, 10579706143, 10579680337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,way,1134882524,,"POLYGON ((31.1942826 30.0508757, 31.1943467 30.0507061, 31.1942115 30.0506678, 31.1941783 30.0507557, 31.1941961 30.0507607, 31.1941652 30.0508425, 31.1942826 30.0508757))",,yes,,,,,,,,,,,,,,"[10579706144, 10579706145, 10579706146, 10707488476, 6805948605, 10579706147, 10579706144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,way,1134882525,,"POLYGON ((31.1947322 30.0509903, 31.1946775 30.0509699, 31.1946844 30.0509547, 31.194626 30.0509358, 31.1946448 30.0508963, 31.1945511 30.0508706, 31.1945852 30.0507817, 31.1947566 30.050835, 31.1947859 30.0508879, 31.1947322 30.0509903))",,yes,,,,,,,,,,,,,,"[10579706148, 10579706149, 10707488474, 10707488473, 10579706150, 10579706151, 10579706152, 10579706153, 10707488475, 10579706148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,way,1134882526,,"POLYGON ((31.1944064 30.0507387, 31.1945503 30.0507807, 31.1944884 30.0509397, 31.1943445 30.0508978, 31.1944064 30.0507387))",,yes,,,,,,,,,,,,,,"[10579706154, 10579706155, 10579706156, 10579706157, 10579706154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,way,1134882527,,"POLYGON ((31.1940549 30.0510607, 31.1938162 30.0510187, 31.193868 30.0507982, 31.194027 30.0508262, 31.1940066 30.0509131, 31.1940863 30.0509272, 31.1940549 30.0510607))",,yes,,,,,,,,,,,,,,"[10579706158, 10579706159, 10579706160, 10579706161, 10579706162, 10579706163, 10579706158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,way,1134882528,,"POLYGON ((31.1941006 30.0510696, 31.1941405 30.0509185, 31.1942803 30.0509461, 31.1942405 30.0510972, 31.1941006 30.0510696))",,yes,,,,,,,,,,,,,,"[10579706164, 10579706165, 10579706166, 10579706167, 10579706164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,way,1134882529,,"POLYGON ((31.1942943 30.051108, 31.1943388 30.0509567, 31.1944472 30.0509806, 31.1944027 30.0511319, 31.1942943 30.051108))",,yes,,,,,,,,,,,,,,"[10579706168, 10579706169, 10579706170, 10579706171, 10579706168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,way,1134882530,,"POLYGON ((31.1944685 30.0511415, 31.194492 30.05107, 31.1946241 30.0510978, 31.1946322 30.0510768, 31.1945655 30.0510558, 31.1945776 30.0510225, 31.1946079 30.0510208, 31.194612 30.050991, 31.1946565 30.0510015, 31.1947518 30.0510316, 31.1946848 30.0511835, 31.1944685 30.0511415))",,yes,,,,,,,,,,,,,,"[10579706173, 10579706174, 10579706175, 10579706176, 10579706177, 10579706178, 10579706179, 10579706180, 10579706181, 10579706182, 10579706183, 10579706173]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,way,1135167129,,"POLYGON ((31.1932032 30.0538299, 31.1935296 30.053872, 31.1935532 30.0537353, 31.1932267 30.0536932, 31.1932032 30.0538299))",,yes,,,,,,,,,,,,,,"[10581767310, 10581767311, 10581767312, 10581767313, 10581767310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,way,1135167130,,"POLYGON ((31.1932464 30.0536544, 31.1932585 30.053562, 31.1935543 30.0535909, 31.1935423 30.0536833, 31.1932464 30.0536544))",,yes,,,,,,,,,,,,,,"[10581767314, 10581767315, 10581767316, 10581767317, 10581767314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,way,1135167131,,"POLYGON ((31.1933247 30.0535008, 31.1935903 30.0535211, 31.1936041 30.0533854, 31.1933385 30.0533652, 31.1933247 30.0535008))",,yes,,,,,,,,,,,,,,"[10581767318, 10581767319, 10581767320, 10581767321, 10581767318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,way,1135167132,,"POLYGON ((31.1936976 30.0535893, 31.193819 30.0535995, 31.1938423 30.0533909, 31.193721 30.0533807, 31.1936976 30.0535893))",,yes,,,,,,,,,,,,,,"[10581767322, 10581767323, 10581767324, 10581767325, 10581767322]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,way,1135167133,,"POLYGON ((31.1938518 30.0536156, 31.1939782 30.0536256, 31.1939997 30.0534208, 31.1938733 30.0534108, 31.1938518 30.0536156))",,yes,,,,,,,,,,,,,,"[10581767326, 10581767327, 10581767328, 10581767329, 10581767326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,way,1135167134,,"POLYGON ((31.1935869 30.0539135, 31.1937078 30.053922, 31.1937288 30.0536972, 31.1936079 30.0536888, 31.1935869 30.0539135))",,yes,,,,,,,,,,,,,,"[10581767330, 10581767331, 10581767332, 10581767333, 10581767330]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,way,1135167135,,"POLYGON ((31.1938004 30.0536981, 31.1939418 30.0537108, 31.1939133 30.053949, 31.1937719 30.0539363, 31.1938004 30.0536981))",,yes,,,,,,,,,,,,,,"[10581767334, 10581767335, 10581767336, 10581767337, 10581767334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,way,1135167136,,"POLYGON ((31.1939656 30.0539442, 31.1940855 30.0539529, 31.1941051 30.0537498, 31.1939851 30.0537411, 31.1939656 30.0539442))",,yes,,,,,,,,,,,,,,"[10581767338, 10581767339, 10581767340, 10581767341, 10581767338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,way,1135167137,,"POLYGON ((31.1941577 30.0539684, 31.1942841 30.0539766, 31.1943029 30.053759, 31.1941765 30.0537508, 31.1941577 30.0539684))",,yes,,,,,,,,,,,,,,"[10581767342, 10581767343, 10581767344, 10581767345, 10581767342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,way,1135167138,,"POLYGON ((31.1943995 30.0539908, 31.1943188 30.0539895, 31.1943487 30.053773, 31.1945062 30.0537879, 31.1945564 30.0538385, 31.1945532 30.0538411, 31.1943995 30.0539908))",,yes,,,,,,,,,,,,,,"[10581767346, 10581767347, 10581767348, 10581767349, 10581767350, 10581767351, 10581767346]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,way,1135167139,,"POLYGON ((31.194012 30.0536462, 31.1941378 30.0536488, 31.1941421 30.0534875, 31.1941041 30.0534867, 31.1941054 30.0534366, 31.1940177 30.0534348, 31.194012 30.0536462))",,yes,,,,,,,,,,,,,,"[10581767352, 10581767353, 10581767354, 10581767355, 10581767356, 10581767357, 10581767352]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,way,1135167140,,"POLYGON ((31.1943352 30.0536693, 31.1943493 30.0534596, 31.1942817 30.0534562, 31.1942787 30.0535014, 31.194222 30.0534985, 31.1942138 30.053621, 31.1942919 30.0536249, 31.1942891 30.053667, 31.1943352 30.0536693))",,yes,,,,,,,,,,,,,,"[10581767358, 10581767359, 10581767360, 10581767361, 10581767362, 10581767363, 10581767364, 10581767365, 10581767358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,way,1135167141,,"POLYGON ((31.1941924 30.0536623, 31.1942629 30.053664, 31.1942638 30.0536364, 31.1941933 30.0536346, 31.1941924 30.0536623))",,yes,,,,,,,,,,,,,,"[10581767366, 10581767367, 10581767368, 10581767369, 10581767366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,way,1135167142,,"POLYGON ((31.1942148 30.0534869, 31.1942442 30.0534877, 31.1942455 30.0534545, 31.1942161 30.0534537, 31.1942148 30.0534869))",,yes,,,,,,,,,,,,,,"[10581767370, 10581767371, 10581767372, 10581767373, 10581767370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,way,1135167143,,"POLYGON ((31.1944088 30.0536755, 31.1945306 30.0536842, 31.1945513 30.0534676, 31.1944295 30.0534588, 31.1944088 30.0536755))",,yes,,,,,,,,,,,,,,"[10581767374, 10581767375, 10581767376, 10581767377, 10581767374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,way,1135167144,,"POLYGON ((31.1945919 30.0536592, 31.1947044 30.0536694, 31.1947251 30.0534988, 31.1946126 30.0534886, 31.1945919 30.0536592))",,yes,,,,,,,,,,,,,,"[10581767378, 10581767379, 10581767380, 10581767381, 10581767378]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,way,1135167145,,"POLYGON ((31.1926482 30.0539368, 31.1926698 30.0538336, 31.1929383 30.0538756, 31.1929167 30.0539788, 31.1926482 30.0539368))",,yes,,,,,,,,,,,,,,"[10581767382, 10581767383, 10581767384, 10581767385, 10581767382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,way,1135167146,,"POLYGON ((31.1929506 30.0538201, 31.1929735 30.0537243, 31.1927201 30.0536788, 31.1926971 30.0537746, 31.1929506 30.0538201))",,yes,,,,,,,,,,,,,,"[10581767386, 10581767387, 10581767388, 10581767389, 10581767386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,way,1135167147,,"POLYGON ((31.1929893 30.0536603, 31.1930085 30.0535674, 31.192735 30.0535251, 31.1927159 30.0536181, 31.1929893 30.0536603))",,yes,,,,,,,,,,,,,,"[10581767390, 10581767391, 10581767392, 10581767393, 10581767390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,way,1135167148,,"POLYGON ((31.1929974 30.0534885, 31.193015 30.0533945, 31.1927483 30.0533571, 31.1927307 30.053451, 31.1929974 30.0534885))",,yes,,,,,,,,,,,,,,"[10581767394, 10581767395, 10581767396, 10581767397, 10581767394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,way,1135167149,,"POLYGON ((31.19233 30.0534074, 31.1923433 30.0533112, 31.192482 30.0533255, 31.1924869 30.0532896, 31.1926777 30.0533093, 31.1926607 30.0534333, 31.1925266 30.0534195, 31.1925314 30.0533844, 31.1925029 30.0533814, 31.192497 30.0534246, 31.19233 30.0534074))",,yes,,,,,,,,,,,,,,"[10581767398, 10581767399, 10581767400, 10581767401, 10581767402, 10581767403, 10581767404, 10581776905, 10581776906, 10581776907, 10581767398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,way,1135167150,,"POLYGON ((31.1925908 30.0536004, 31.1926168 30.0535017, 31.1923602 30.0534512, 31.1923343 30.0535498, 31.1925908 30.0536004))",,yes,,,,,,,,,,,,,,"[10581776908, 10581776909, 10581776910, 10581776911, 10581776908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,way,1135167151,,"POLYGON ((31.1923299 30.05372, 31.1925442 30.0537512, 31.1925661 30.0536388, 31.1923517 30.0536076, 31.1923299 30.05372))",,yes,,,,,,,,,,,,,,"[10581776912, 10581776913, 10581776914, 10581776915, 10581776912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,way,1135167152,,"POLYGON ((31.1925464 30.0539076, 31.1925687 30.0538104, 31.1923229 30.0537681, 31.1923006 30.0538653, 31.1925464 30.0539076))",,yes,,,,,,,,,,,,,,"[10581776916, 10581776917, 10581776918, 10581776919, 10581776916]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,way,1135167153,,"POLYGON ((31.1922636 30.0540248, 31.1925181 30.0540697, 31.1925414 30.0539707, 31.1922869 30.0539258, 31.1922636 30.0540248))",,yes,,,,,,,,,,,,,,"[10581776920, 10581776921, 10581776922, 10581776923, 10581776920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,way,1135167154,,"POLYGON ((31.1922346 30.054168, 31.1924881 30.0542135, 31.1925102 30.0541213, 31.1922568 30.0540757, 31.1922346 30.054168))",,yes,,,,,,,,,,,,,,"[10581776924, 10581776925, 10581776926, 10581776927, 10581776924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,way,1135167155,,"POLYGON ((31.1925921 30.0542437, 31.1928499 30.0542862, 31.1928715 30.0541878, 31.1926137 30.0541453, 31.1925921 30.0542437))",,yes,,,,,,,,,,,,,,"[10581776928, 10581776929, 10581776930, 10581776931, 10581776928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,way,1135167156,,"POLYGON ((31.1923804 30.0527102, 31.1925243 30.0527234, 31.1925568 30.0524577, 31.192413 30.0524446, 31.1923804 30.0527102))",,yes,,,,,,,,,,,,,,"[10581776932, 10581776933, 10581776934, 10581776935, 10581776932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,way,1135167157,,"POLYGON ((31.1926055 30.0527365, 31.1927683 30.0527456, 31.1927864 30.0525023, 31.1927617 30.052501, 31.1927643 30.052466, 31.1926263 30.0524583, 31.1926055 30.0527365))",,yes,,,,,,,,,,,,,,"[10581776936, 10581776937, 10581776938, 10581776939, 10581776940, 10581776941, 10581776936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,way,1135167158,,"POLYGON ((31.1928205 30.0524782, 31.1929638 30.0524948, 31.1929609 30.0526716, 31.1929345 30.0527648, 31.1927858 30.0527611, 31.1928205 30.0524782))",,yes,,,,,,,,,,,,,,"[10581776942, 10581776943, 10702009539, 10581776944, 10581776945, 10581776942]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,way,1135177377,,"POLYGON ((31.2016982 30.0598028, 31.2019182 30.0598492, 31.2019557 30.0597656, 31.2017143 30.0597238, 31.2016982 30.0598028))",,yes,,,,,,,,,,,,,,"[10581849984, 10581849985, 10581849986, 10581849987, 10581849984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,way,1135177663,,"POLYGON ((31.1946452 30.0560927, 31.1947026 30.0560506, 31.1947369 30.0560793, 31.1947523 30.0560717, 31.194728 30.0560392, 31.1948098 30.0559914, 31.1948296 30.0559914, 31.194865 30.0560372, 31.1948352 30.0560917, 31.1948131 30.056108, 31.1947081 30.0561787, 31.1946452 30.0560927))",,yes,,,,,,,,,,,,,,"[10581817877, 10581817878, 10581817879, 10581817880, 10581817881, 10581817882, 10581817883, 10581817884, 10581817885, 10581817886, 10581817887, 10581817877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,way,1135177664,,"POLYGON ((31.1946584 30.0560248, 31.1946143 30.0559512, 31.1947225 30.0558881, 31.194749 30.0559149, 31.1947932 30.0559082, 31.1948109 30.0559369, 31.1947899 30.0559732, 31.1947799 30.055978, 31.1947623 30.0559531, 31.1946584 30.0560248))",,yes,,,,,,,,,,,,,,"[10581817888, 10581817889, 10581817890, 10581817891, 10581817892, 10581817893, 10581817894, 10581817895, 10581817896, 10581817888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,way,1135177665,,"POLYGON ((31.1944066 30.0561892, 31.1945911 30.0560812, 31.1945259 30.055998, 31.1943436 30.056107, 31.1944066 30.0561892))",,yes,,,,,,,,,,,,,,"[10581817897, 10581817898, 10581817899, 10581817900, 10581817897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,way,1135177666,,"POLYGON ((31.1943967 30.0562304, 31.1944287 30.0562036, 31.1944585 30.0562437, 31.194485 30.0562246, 31.1944519 30.0562045, 31.1945281 30.0561414, 31.1945193 30.0561663, 31.1945358 30.0561816, 31.1945657 30.0561615, 31.1946154 30.0562141, 31.1944872 30.0563154, 31.194464 30.0562992, 31.1944442 30.0563068, 31.1944143 30.0562724, 31.1944243 30.0562581, 31.1943967 30.0562304))",,yes,,,,,,,,,,,,,,"[10581817901, 10581817902, 10581817903, 10581817904, 10581853605, 10581853606, 10581853607, 10581853608, 10581853609, 10581853610, 10581853611, 10581853612, 10581853613, 10581853614, 10581853615, 10581817901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,way,1135177667,,"POLYGON ((31.1942553 30.055956, 31.1943205 30.0560621, 31.1944431 30.0559914, 31.19439 30.0558948, 31.1942553 30.055956))",,yes,,,,,,,,,,,,,,"[10581853616, 10581853617, 10581853618, 10581853619, 10581853616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,way,1135177668,,"POLYGON ((31.1944241 30.0558899, 31.1944979 30.055852, 31.1945669 30.0559293, 31.1944925 30.0559821, 31.1944241 30.0558899))",,yes,,,,,,,,,,,,,,"[10581853620, 10581853621, 10581853622, 10581853623, 10581853620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,way,1135177669,,"POLYGON ((31.1945554 30.0558602, 31.1945257 30.0558124, 31.1947079 30.0557212, 31.194756 30.0558, 31.1946219 30.0558726, 31.1946025 30.0558399, 31.1945554 30.0558602))",,yes,,,,,,,,,,,,,,"[10581853624, 10581853625, 10581853626, 10581853627, 10581853628, 10581853629, 10581853624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,way,1135177670,,"POLYGON ((31.1942535 30.0558735, 31.1943118 30.0558478, 31.1942975 30.0558301, 31.19432 30.0558213, 31.1943415 30.0558452, 31.1944224 30.0557991, 31.1943784 30.0557185, 31.194187 30.0557965, 31.1942074 30.0558452, 31.1942402 30.0558381, 31.1942535 30.0558735))",,yes,,,,,,,,,,,,,,"[10581853630, 10581853631, 10581853632, 10581853633, 10581853634, 10581853635, 10581853636, 10581853637, 10581853638, 10581853639, 10581853630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,way,1135177671,,"POLYGON ((31.1943712 30.0556698, 31.1943292 30.0555741, 31.1942044 30.0556228, 31.1942371 30.055691, 31.1942822 30.0556786, 31.1942985 30.0556919, 31.1943712 30.0556698))",,yes,,,,,,,,,,,,,,"[10581853640, 10581853641, 10581853642, 10581853643, 10581853644, 10581853645, 10581853640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,way,1135177672,,"POLYGON ((31.1941317 30.0557601, 31.1942361 30.0557203, 31.1941911 30.055622, 31.1940754 30.0556583, 31.1941317 30.0557601))",,yes,,,,,,,,,,,,,,"[10581853646, 10581853647, 10581853648, 10581853649, 10581853646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,way,1135177673,,"POLYGON ((31.1944439 30.0556237, 31.1946373 30.0555484, 31.1945861 30.0554776, 31.1943917 30.0555431, 31.1944101 30.0555874, 31.1944316 30.055583, 31.1944439 30.0556237))",,yes,,,,,,,,,,,,,,"[10581853650, 10581853651, 10581853652, 10581853653, 10581853654, 10581853655, 10581853650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,way,1135177674,,"POLYGON ((31.194364 30.0554979, 31.1946168 30.0554094, 31.1945728 30.0553332, 31.1943313 30.0554094, 31.194364 30.0554979))",,yes,,,,,,,,,,,,,,"[10581853656, 10581853657, 10581853658, 10581853659, 10581853656]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,way,1135177675,,"POLYGON ((31.1940601 30.0556122, 31.1942996 30.0555254, 31.1942719 30.0554368, 31.1940232 30.0555121, 31.1940601 30.0556122))",,yes,,,,,,,,,,,,,,"[10581853660, 10581853661, 10581853662, 10581853663, 10581853660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,way,1135177676,,"POLYGON ((31.1940416 30.0554023, 31.194144 30.0553792, 31.1941338 30.0552845, 31.1940365 30.0553155, 31.1939772 30.0553252, 31.1939833 30.0553677, 31.1939669 30.0553403, 31.1939291 30.0553447, 31.1939188 30.0553757, 31.1938963 30.0553748, 31.1938994 30.0554182, 31.1939127 30.0554173, 31.1939158 30.0554501, 31.1939577 30.0554439, 31.19397 30.0554085, 31.1939823 30.0554156, 31.1940232 30.0554085, 31.1940212 30.0553668, 31.1940396 30.0553677, 31.1940416 30.0554023))",,yes,,,,,,,,,,,,,,"[10581853664, 10581853665, 10581853666, 10581853667, 10581853668, 10581853669, 10581853670, 10581853671, 10581853672, 10581853673, 10581853674, 10581853675, 10581853676, 10581853677, 10581853678, 10581853679, 10581853680, 10581853681, 10581853682, 10581853664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,way,1135177677,,"POLYGON ((31.1943825 30.0553509, 31.1943507 30.0552393, 31.1944725 30.0552092, 31.1944961 30.0553163, 31.1943825 30.0553509))",,yes,,,,,,,,,,,,,,"[10581853683, 10581853684, 10581853685, 10581853686, 10581853683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,way,1135177678,,"POLYGON ((31.1944961 30.0553163, 31.1945953 30.0552907, 31.1945523 30.0551861, 31.1944725 30.0552092, 31.1944961 30.0553163))",,yes,,,,,,,,,,,,,,"[10581853686, 10581853687, 10581853688, 10581853685, 10581853686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,way,1135177679,,"POLYGON ((31.1946557 30.0552738, 31.1946322 30.0552083, 31.1945912 30.0551941, 31.1946158 30.0552827, 31.1946557 30.0552738))",,yes,,,,,,,,,,,,,,"[10581853689, 10581853690, 10581853691, 10581853692, 10581853689]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,way,1135177680,,"POLYGON ((31.1950676 30.0564745, 31.1951974 30.0565906, 31.195284 30.0565345, 31.1951671 30.0564053, 31.1950676 30.0564745))",,yes,,,,,,,,,,,,,,"[10581853693, 10581853694, 10581853695, 10581853696, 10581853693]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,way,1135177681,,"POLYGON ((31.1949162 30.0565981, 31.1949551 30.0566337, 31.1949919 30.0566112, 31.1950438 30.0566581, 31.1950871 30.0566225, 31.19502 30.0565307, 31.1949162 30.0565981))",,yes,,,,,,,,,,,,,,"[10581853697, 10581853698, 10581853699, 10581853700, 10581853701, 10581853702, 10581853697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,way,1135177682,,"POLYGON ((31.1950416 30.0567704, 31.195152 30.0566993, 31.1950979 30.0566375, 31.1950568 30.0566637, 31.1950633 30.0566768, 31.1949984 30.0567105, 31.1950416 30.0567704))",,yes,,,,,,,,,,,,,,"[10581853703, 10581853704, 10581853705, 10581853706, 10581853707, 10581853708, 10581853703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,way,1135177683,,"POLYGON ((31.1950264 30.0567815, 31.1949805 30.0567345, 31.1949054 30.0567869, 31.1948845 30.0567526, 31.1948511 30.0567706, 31.1948281 30.0567345, 31.1949221 30.0566604, 31.1948907 30.0566044, 31.1947342 30.0567219, 31.1948928 30.056888, 31.1950264 30.0567815))",,yes,,,,,,,,,,,,,,"[10581853709, 10581853710, 10581853711, 10581853712, 10581853713, 10581853714, 10581853715, 10581853716, 10581853717, 10581853718, 10581853709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,way,1135177684,,"POLYGON ((31.1948386 30.0562775, 31.195016 30.0561474, 31.1951788 30.0563389, 31.195016 30.0564599, 31.1948386 30.0562775))",,yes,,,,,,,,,,,,,,"[10581853719, 10581853720, 10581853721, 10581853722, 10581853719]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
